Position,Lat,Lon
6316S5906W,-63.16,-59.06
5443S3457W,-54.43,-34.57
5349S3608W,-53.49,-36.08
6305S5824W,-63.05,-58.24
6313S5851W,-63.13,-58.51
6025S4536W,-60.25,-45.36
6315S5912W,-63.15,-59.12
5412S3533W,-54.12,-35.33
,-.,#VALUE!
6024S4655W,-60.24,-46.55
6420S6122W,-64.20,-61.22
5408S3551W,-54.08,-35.51
,-.,#VALUE!
6422S6119W,-64.22,-61.19
5401S3602W,-54.01,-36.02
5356S3547W,-53.56,-35.47
6020S4638W,-60.20,-46.38
6014S4645W,-60.14,-46.45
6023S4654W,-60.23,-46.54
6024S4604W,-60.24,-46.04
6019S4646W,-60.19,-46.46
6020S4638W,-60.20,-46.38
6315S5904W,-63.15,-59.04
6231S5836W,-62.31,-58.36
6208S5827W,-62.08,-58.27
6009S4653W,-60.09,-46.53
6018S4631W,-60.18,-46.31
6023S4625W,-60.23,-46.25
6020S4628W,-60.20,-46.28
5404S3529W,-54.04,-35.29
5411S3556W,-54.11,-35.56
5415S3545W,-54.15,-35.45
6349S6052W,-63.49,-60.52
5410S3545W,-54.10,-35.45
5425S3519W,-54.25,-35.19
6337S6022W,-63.37,-60.22
6322S6011W,-63.22,-60.11
6315S5919W,-63.15,-59.19
5406S3536W,-54.06,-35.36
5350S3612W,-53.50,-36.12
,-.,#VALUE!
6420S6118W,-64.20,-61.18
5951S4804W,-59.51,-48.04
5358S3541W,-53.58,-35.41
5346S3825W,-53.46,-38.25
6026S4718W,-60.26,-47.18
6313S5816W,-63.13,-58.16
6020S4639W,-60.20,-46.39
5359S3546W,-53.59,-35.46
5428S3522W,-54.28,-35.22
6345S6004W,-63.45,-60.04
6016S4633W,-60.16,-46.33
6023S4631W,-60.23,-46.31
6251S5753W,-62.51,-57.53
6322S5928W,-63.22,-59.28
6416S6138W,-64.16,-61.38
6334S5931W,-63.34,-59.31
5409S3546W,-54.09,-35.46
5408S3550W,-54.08,-35.50
5356S3538W,-53.56,-35.38
6419S6122W,-64.19,-61.22
6418S6120W,-64.18,-61.20
6304S5707W,-63.04,-57.07
6016S4642W,-60.16,-46.42
6307S5829W,-63.07,-58.29
6418S6122W,-64.18,-61.22
6428S6153W,-64.28,-61.53
6300S5827W,-63.00,-58.27
6304S5821W,-63.04,-58.21
5433S3523W,-54.33,-35.23
6228S5942W,-62.28,-59.42
6357S6050W,-63.57,-60.50
6418S6135W,-64.18,-61.35
5402S3600W,-54.02,-36.00
,-.,#VALUE!
6024S4631W,-60.24,-46.31
6327S5918W,-63.27,-59.18
6020S4620W,-60.20,-46.20
6025S4703W,-60.25,-47.03
6018S4645W,-60.18,-46.45
5417S3517W,-54.17,-35.17
6341S5954W,-63.41,-59.54
6302S5940W,-63.02,-59.40
6024S4605W,-60.24,-46.05
6023S4614W,-60.23,-46.14
6018S4542W,-60.18,-45.42
6013S4707W,-60.13,-47.07
6010S4635W,-60.10,-46.35
5357S3620W,-53.57,-36.20
5304S3526W,-53.04,-35.26
5400S3558W,-54.00,-35.58
5352S3640W,-53.52,-36.40
6038S4847W,-60.38,-48.47
"6028S46,30W",-60.28,"-46.,3"
6414S6136W,-64.14,-61.36
6417S6125W,-64.17,-61.25
6438S6216W,-64.38,-62.16
5409S3555W,-54.09,-35.55
6306S5852W,-63.06,-58.52
5359S3701W,-53.59,-37.01
5407S3544W,-54.07,-35.44
5347S3849W,-53.47,-38.49
5401S3540W,-54.01,-35.40
5349S3602W,-53.49,-36.02
6306S5909W,-63.06,-59.09
6055S5518W,-60.55,-55.18
6303S6208W,-63.03,-62.08
6229S6159W,-62.29,-61.59
6238S6139W,-62.38,-61.39
6018S4639W,-60.18,-46.39
6022S4611W,-60.22,-46.11
6308S5841W,-63.08,-58.41
6313S5816W,-63.13,-58.16
5423S3527W,-54.23,-35.27
5431S3519W,-54.31,-35.19
5428S3521W,-54.28,-35.21
5428S3522W,-54.28,-35.22
6318S6021W,-63.18,-60.21
6309S5939W,-63.09,-59.39
6023S4606W,-60.23,-46.06
6408S6128W,-64.08,-61.28
6305S5833W,-63.05,-58.33
6300S5828W,-63.00,-58.28
5400S3539W,-54.00,-35.39
5355S3543W,-53.55,-35.43
,-.,#VALUE!
6414S6130W,-64.14,-61.30
6323S6011W,-63.23,-60.11
5353S3635W,-53.53,-36.35
5354S3617W,-53.54,-36.17
5347S3636W,-53.47,-36.36
6042S4526W,-60.42,-45.26
6415S6110W,-64.15,-61.10
5424S3529W,-54.24,-35.29
6026S4612W,-60.26,-46.12
6018S4638W,-60.18,-46.38
6023S4630W,-60.23,-46.30
6302S5833W,-63.02,-58.33
6359S6042W,-63.59,-60.42
6022S4638W,-60.22,-46.38
5425S3522W,-54.25,-35.22
6317S6041W,-63.17,-60.41
5345S3801W,-53.45,-38.01
5421S3522W,-54.21,-35.22
6019S4631W,-60.19,-46.31
6303S5916W,-63.03,-59.16
5417S3528W,-54.17,-35.28
6337S5931W,-63.37,-59.31
5347S3537W,-53.47,-35.37
6335S5931W,-63.35,-59.31
6308S5840W,-63.08,-58.40
6229S5913W,-62.29,-59.13
6202S6013W,-62.02,-60.13
6024S4609W,-60.24,-46.09
6300S5748W,-63.00,-57.48
6322S5928W,-63.22,-59.28
6418S6131W,-64.18,-61.31
5404S3545W,-54.04,-35.45
5358S3544W,-53.58,-35.44
5411S3541W,-54.11,-35.41
5402S3537W,-54.02,-35.37
6407S6130W,-64.07,-61.30
6051S4729W,-60.51,-47.29
6413S6122W,-64.13,-61.22
6431S6156W,-64.31,-61.56
,-.,#VALUE!
5348S3621W,-53.48,-36.21
6022S4652W,-60.22,-46.52
,-.,#VALUE!
6420S6122W,-64.20,-61.22
6306S6015W,-63.06,-60.15
6400S6000W,-64.00,-60.00
6309S5852W,-63.09,-58.52
6258S6049W,-62.58,-60.49
6022S4603W,-60.22,-46.03
6310S5824W,-63.10,-58.24
6422S6121W,-64.22,-61.21
6302S5815W,-63.02,-58.15
6303S5849W,-63.03,-58.49
6419S6114W,-64.19,-61.14
6332S6025W,-63.32,-60.25
6151S5953W,-61.51,-59.53
5407S3539W,-54.07,-35.39
6307S5826W,-63.07,-58.26
6420S6122W,-64.20,-61.22
6409S6117W,-64.09,-61.17
6015S4617W,-60.15,-46.17
6309S5849W,-63.09,-58.49
6302S5831W,-63.02,-58.31
6304S5851W,-63.04,-58.51
6418S6133W,-64.18,-61.33
6415S6106W,-64.15,-61.06
5357S3544W,-53.57,-35.44
6303S5849W,-63.03,-58.49
5351S3619W,-53.51,-36.19
5411S3540W,-54.11,-35.40
6023S4651W,-60.23,-46.51
6418S6113W,-64.18,-61.13
5415S3550W,-54.15,-35.50
6335S5935W,-63.35,-59.35
6024S4636W,-60.24,-46.36
5355S3828W,-53.55,-38.28
6309S5818W,-63.09,-58.18
6023S4622W,-60.23,-46.22
6419S6114W,-64.19,-61.14
5408S3535W,-54.08,-35.35
5408S3543W,-54.08,-35.43
5415S3542W,-54.15,-35.42
5359S3539W,-53.59,-35.39
6023S4628W,-60.23,-46.28
6015S4617W,-60.15,-46.17
5407S3537W,-54.07,-35.37
6407S6130W,-64.07,-61.30
6429S6225W,-64.29,-62.25
6412S6117W,-64.12,-61.17
5351S3556W,-53.51,-35.56
5401S3600W,-54.01,-36.00
6408S6119W,-64.08,-61.19
6024S4616W,-60.24,-46.16
6123S5107W,-61.23,-51.07
6421S6111W,-64.21,-61.11
6405S6111W,-64.05,-61.11
6229S5943W,-62.29,-59.43
6306S5851W,-63.06,-58.51
6308S6008W,-63.08,-60.08
6357S6050W,-63.57,-60.50
6301S5858W,-63.01,-58.58
6327S5937W,-63.27,-59.37
6018S4645W,-60.18,-46.45
6020S4644W,-60.20,-46.44
6022S4652W,-60.22,-46.52
6020S4638W,-60.20,-46.38
6316S5917W,-63.16,-59.17
5412S3522W,-54.12,-35.22
5432S3525W,-54.32,-35.25
6206S5825W,-62.06,-58.25
6208S5826W,-62.08,-58.26
6024S4555W,-60.24,-45.55
5357S3617W,-53.57,-36.17
5345S3554W,-53.45,-35.54
6334S6055W,-63.34,-60.55
5409S3552W,-54.09,-35.52
5407S3553W,-54.07,-35.53
5348S3651W,-53.48,-36.51
5345S3806W,-53.45,-38.06
5426S3514W,-54.26,-35.14
6413S6113W,-64.13,-61.13
6338S5926W,-63.38,-59.26
6336S6023W,-63.36,-60.23
6324S6015W,-63.24,-60.15
6308S5913W,-63.08,-59.13
6309S5902W,-63.09,-59.02
5448S3448W,-54.48,-34.48
5351S3600W,-53.51,-36.00
6024S4612W,-60.24,-46.12
5403S3542W,-54.03,-35.42
6300S6208W,-63.00,-62.08
6243S6157W,-62.43,-61.57
6221S6117W,-62.21,-61.17
6026S4604W,-60.26,-46.04
6024S4600W,-60.24,-46.00
6022S4602W,-60.22,-46.02
6307S5843W,-63.07,-58.43
6309S5819W,-63.09,-58.19
6416S6106W,-64.16,-61.06
6308S5830W,-63.08,-58.30
5413S3545W,-54.13,-35.45
5419S3514W,-54.19,-35.14
6426S6205W,-64.26,-62.05
5353S3620W,-53.53,-36.20
5352S3630W,-53.52,-36.30
5402S3558W,-54.02,-35.58
6248S5728W,-62.48,-57.28
6020S4556W,-60.20,-45.56
6024S46W35,-60.24,-46.W3
6416S6114W,-64.16,-61.14
6319S5941W,-63.19,-59.41
5351S3600W,-53.51,-36.00
5400S3559W,-54.00,-35.59
5418S3533W,-54.18,-35.33
6021S4631W,-60.21,-46.31
6334S5912W,-63.34,-59.12
5412S3522W,-54.12,-35.22
6343S6001W,-63.43,-60.01
6206S5823W,-62.06,-58.23
6025S4546W,-60.25,-45.46
6024S4641W,-60.24,-46.41
5349S3612W,-53.49,-36.12
5414S3540W,-54.14,-35.40
5408S3542W,-54.08,-35.42
5403S3548W,-54.03,-35.48
5352S3617W,-53.52,-36.17
5349S3651W,-53.49,-36.51
5351S3642W,-53.51,-36.42
5350S3632W,-53.50,-36.32
6418S6122W,-64.18,-61.22
6416S6136W,-64.16,-61.36
5409S3555W,-54.09,-35.55
5522S3527W,-55.22,-35.27
6418S6122W,-64.18,-61.22
6022S4635W,-60.22,-46.35
6025S4533W,-60.25,-45.33
6305S5901W,-63.05,-59.01
5402S3549W,-54.02,-35.49
5401S3540W,-54.01,-35.40
5347S3821W,-53.47,-38.21
5628S2717W,-56.28,-27.17
6235S6151W,-62.35,-61.51
,-.,#VALUE!
6023S4625W,-60.23,-46.25
6012S4613W,-60.12,-46.13
6304S5851W,-63.04,-58.51
6313S5851W,-63.13,-58.51
5414S3538W,-54.14,-35.38
5430S3525W,-54.30,-35.25
5408S3543W,-54.08,-35.43
,-.,#VALUE!
6307S5830W,-63.07,-58.30
6427S6157W,-64.27,-61.57
6300S5819W,-63.00,-58.19
6022S4609W,-60.22,-46.09
6421S6111W,-64.21,-61.11
6317S5929W,-63.17,-59.29
5414S3548W,-54.14,-35.48
6120S5945W,-61.20,-59.45
5418S3533W,-54.18,-35.33
5418S3626W,-54.18,-36.26
6258S5841W,-62.58,-58.41
5346S3619W,-53.46,-36.19
6339S6019W,-63.39,-60.19
6334S6057W,-63.34,-60.57
6320S6042W,-63.20,-60.42
6249S5934W,-62.49,-59.34
6031S4517W,-60.31,-45.17
6023S4701W,-60.23,-47.01
5411S3556W,-54.11,-35.56
5353S3546W,-53.53,-35.46
5412S3545W,-54.12,-35.45
6434S6230W,-64.34,-62.30
5358S3600W,-53.58,-36.00
5352S3617W,-53.52,-36.17
5359S3537W,-53.59,-35.37
5428S3506W,-54.28,-35.06
4146S5041W,-41.46,-50.41
6317S5918W,-63.17,-59.18
6011S4631W,-60.11,-46.31
6016S4639W,-60.16,-46.39
5349S3636W,-53.49,-36.36
6330S5925W,-63.30,-59.25
6025S4533W,-60.25,-45.33
6310S5900W,-63.10,-59.00
6309S5852W,-63.09,-58.52
6306S6217W,-63.06,-62.17
6025S4621W,-60.25,-46.21
,-.,#VALUE!
5426S3522W,-54.26,-35.22
6307S5850W,-63.07,-58.50
,-.,#VALUE!
xxxxSxxxxW,-xx.xx,-xx.xx
6420S6124W,-64.20,-61.24
5433S3523W,-54.33,-35.23
5406S3536W,-54.06,-35.36
6018S4641W,-60.18,-46.41
6415S6108W,-64.15,-61.08
,-.,#VALUE!
5420S3523W,-54.20,-35.23
6048S4646W,-60.48,-46.46
6025S4546W,-60.25,-45.46
5352S3605W,-53.52,-36.05
5338S3705W,-53.38,-37.05
5410S3545W,-54.10,-35.45
6301S5910W,-63.01,-59.10
6035S4518W,-60.35,-45.18
6418S6128W,-64.18,-61.28
6414S6136W,-64.14,-61.36
5351S3634W,-53.51,-36.34
5356S3540W,-53.56,-35.40
5425S3519W,-54.25,-35.19
6016S4639W,-60.16,-46.39
6022S4631W,-60.22,-46.31
6310S5952W,-63.10,-59.52
6314S5902W,-63.14,-59.02
5358S3547W,-53.58,-35.47
5351S3600W,-53.51,-36.00
5346S3544W,-53.46,-35.44
6311S5859W,-63.11,-58.59
,-.,#VALUE!
6020S4744W,-60.20,-47.44
6256S5746W,-62.56,-57.46
6020S4632W,-60.20,-46.32
"5359S3541,W",-53.59,-35.41
,-.,#VALUE!
5406S3546W,-54.06,-35.46
5358S3542W,-53.58,-35.42
,-.,#VALUE!
6023S4619W,-60.23,-46.19
5410S3535W,-54.10,-35.35
5405S3543W,-54.05,-35.43
6015S4632W,-60.15,-46.32
6421S6145W,-64.21,-61.45
6306S5858W,-63.06,-58.58
5423S3519W,-54.23,-35.19
6229S5943W,-62.29,-59.43
5413S3550W,-54.13,-35.50
6014S4641W,-60.14,-46.41
6317S5929W,-63.17,-59.29
6318S6143W,-63.18,-61.43
5352S3626W,-53.52,-36.26
,-.,#VALUE!
6414S6110W,-64.14,-61.10
,-.,#VALUE!
6016S4628W,-60.16,-46.28
5814S4719W,-58.14,-47.19
6422S6114W,-64.22,-61.14
6419S6114W,-64.19,-61.14
6421S6115W,-64.21,-61.15
6309S5829W,-63.09,-58.29
6301S5818W,-63.01,-58.18
6335S5935W,-63.35,-59.35
6020S4638W,-60.20,-46.38
6307S5850W,-63.07,-58.50
5357S3541W,-53.57,-35.41
6306S5826W,-63.06,-58.26
6020S4525W,-60.20,-45.25
5356S3538W,-53.56,-35.38
6422S6114W,-64.22,-61.14
6306S5837W,-63.06,-58.37
5351S3631W,-53.51,-36.31
5357S3548W,-53.57,-35.48
6313S6144W,-63.13,-61.44
6013S4651W,-60.13,-46.51
6415S6109W,-64.15,-61.09
6018S4641W,-60.18,-46.41
6021S4600W,-60.21,-46.00
6357S6048W,-63.57,-60.48
6020S4638W,-60.20,-46.38
6025S4622W,-60.25,-46.22
5402S3537W,-54.02,-35.37
5426S3517W,-54.26,-35.17
6023S4549W,-60.23,-45.49
6309S5818W,-63.09,-58.18
6425S6119W,-64.25,-61.19
5411S3539W,-54.11,-35.39
5358S3542W,-53.58,-35.42
6308S5853W,-63.08,-58.53
6308S5825W,-63.08,-58.25
6304S5851W,-63.04,-58.51
6421S6114W,-64.21,-61.14
5413S3540W,-54.13,-35.40
6257S5826W,-62.57,-58.26
5431S3516W,-54.31,-35.16
5430S3525W,-54.30,-35.25
5348S3630W,-53.48,-36.30
5411S3540W,-54.11,-35.40
5347S3619W,-53.47,-36.19
6024S4615W,-60.24,-46.15
6420S6122W,-64.20,-61.22
6237S5913W,-62.37,-59.13
6022S4615W,-60.22,-46.15
6316S5906W,-63.16,-59.06
6302S5839W,-63.02,-58.39
6304S5814W,-63.04,-58.14
6026S4549W,-60.26,-45.49
6018S4655W,-60.18,-46.55
6022S4640W,-60.22,-46.40
6017S4648W,-60.17,-46.48
6013S4636W,-60.13,-46.36
6025S4614W,-60.25,-46.14
6023S4657W,-60.23,-46.57
6006S4641W,-60.06,-46.41
6041S4702W,-60.41,-47.02
6013S4633W,-60.13,-46.33
5349S3612W,-53.49,-36.12
5409S3549W,-54.09,-35.49
6335S6101W,-63.35,-61.01
5350S3632W,-53.50,-36.32
5400S3656W,-54.00,-36.56
6335S6121W,-63.35,-61.21
5350S3632W,-53.50,-36.32
5429S3513W,-54.29,-35.13
5426S3521W,-54.26,-35.21
6420S6120W,-64.20,-61.20
6044S4443W,-60.44,-44.43
6415S6127W,-64.15,-61.27
6254S5848W,-62.54,-58.48
5356S3554W,-53.56,-35.54
5450S3555W,-54.50,-35.55
6022S4646W,-60.22,-46.46
6030S4726W,-60.30,-47.26
6319S5836W,-63.19,-58.36
6020S4638W,-60.20,-46.38
6022S4628W,-60.22,-46.28
6023S4632W,-60.23,-46.32
6301S5827W,-63.01,-58.27
6305S5900W,-63.05,-59.00
5401S3536W,-54.01,-35.36
5415S3542W,-54.15,-35.42
5404S3535W,-54.04,-35.35
6430S6223W,-64.30,-62.23
6046S4731W,-60.46,-47.31
xxxxSxxxxW,-xx.xx,-xx.xx
5403S3543W,-54.03,-35.43
5431S3529W,-54.31,-35.29
5340S3708W,-53.40,-37.08
5409S3549W,-54.09,-35.49
5356S3540W,-53.56,-35.40
6022S4648W,-60.22,-46.48
6019S4545W,-60.19,-45.45
6237S5931W,-62.37,-59.31
6020S4617W,-60.20,-46.17
6025S4604W,-60.25,-46.04
6024S4613W,-60.24,-46.13
6317S6014W,-63.17,-60.14
6023S4623W,-60.23,-46.23
6313S5931W,-63.13,-59.31
6327S5918W,-63.27,-59.18
6312S5911W,-63.12,-59.11
6022S4655W,-60.22,-46.55
6341S6025W,-63.41,-60.25
6153S5714W,-61.53,-57.14
6009S4655W,-60.09,-46.55
6102S5443W,-61.02,-54.43
6011S4631W,-60.11,-46.31
6024S4615W,-60.24,-46.15
6332S5937W,-63.32,-59.37
6350S6024W,-63.50,-60.24
5407S3542W,-54.07,-35.42
5449S3649W,-54.49,-36.49
6417S6111W,-64.17,-61.11
6331S6024W,-63.31,-60.24
6331S6033W,-63.31,-60.33
6314S5949W,-63.14,-59.49
6326S6137W,-63.26,-61.37
6315S5919W,-63.15,-59.19
6336S5931W,-63.36,-59.31
6312S5858W,-63.12,-58.58
6150S5530W,-61.50,-55.30
,-.,#VALUE!
6016S4625W,-60.16,-46.25
6305S5821W,-63.05,-58.21
,-.,#VALUE!
6022S4625W,-60.22,-46.25
6023S4621W,-60.23,-46.21
6405S6123W,-64.05,-61.23
5411S3541W,-54.11,-35.41
5404S3535W,-54.04,-35.35
6300S6136W,-63.00,-61.36
6414S6131W,-64.14,-61.31
6020S4609W,-60.20,-46.09
6337S6030W,-63.37,-60.30
6425S6140W,-64.25,-61.40
6423S6139W,-64.23,-61.39
6042S4526W,-60.42,-45.26
6021S4621W,-60.21,-46.21
6257S5836W,-62.57,-58.36
,-.,#VALUE!
5602S3722W,-56.02,-37.22
6018S4641W,-60.18,-46.41
6021S4658W,-60.21,-46.58
6019S4632W,-60.19,-46.32
6233S5853W,-62.33,-58.53
6330S6048W,-63.30,-60.48
6219S5823W,-62.19,-58.23
6206S5825W,-62.06,-58.25
6024S4641W,-60.24,-46.41
5354S3617W,-53.54,-36.17
5405S3549W,-54.05,-35.49
6335S6055W,-63.35,-60.55
6141S5934W,-61.41,-59.34
6021S4624W,-60.21,-46.24
6025S4606W,-60.25,-46.06
6338S6059W,-63.38,-60.59
5405S3600W,-54.05,-36.00
5431S3515W,-54.31,-35.15
6416S6126W,-64.16,-61.26
5428S3502W,-54.28,-35.02
5956S4630W,-59.56,-46.30
6307S5907W,-63.07,-59.07
5346S3825W,-53.46,-38.25
6431S6208W,-64.31,-62.08
6030S4726W,-60.30,-47.26
6019S4648W,-60.19,-46.48
6030S4605W,-60.30,-46.05
6024S4629W,-60.24,-46.29
5403S3533W,-54.03,-35.33
6225S5836W,-62.25,-58.36
,-.,#VALUE!
5358S3549W,-53.58,-35.49
6417S6112W,-64.17,-61.12
6412S6115W,-64.12,-61.15
,-.,#VALUE!
5405S3539W,-54.05,-35.39
6050S4544W,-60.50,-45.44
6058S4504W,-60.58,-45.04
6433S6212W,-64.33,-62.12
6017S4633W,-60.17,-46.33
,-.,#VALUE!
6014S4659W,-60.14,-46.59
5415S3550W,-54.15,-35.50
6017S4638W,-60.17,-46.38
6422S6114W,-64.22,-61.14
6419S6114W,-64.19,-61.14
6020S4629W,-60.20,-46.29
6011S4648W,-60.11,-46.48
6023S4626W,-60.23,-46.26
6029S4605W,-60.29,-46.05
6209S5823W,-62.09,-58.23
6043S4702W,-60.43,-47.02
6014S4641W,-60.14,-46.41
6041S4705W,-60.41,-47.05
5419S3534W,-54.19,-35.34
6334S6055W,-63.34,-60.55
6319S5817W,-63.19,-58.17
6017S4640W,-60.17,-46.40
,-.,#VALUE!
5423S3530W,-54.23,-35.30
5359S3532W,-53.59,-35.32
6308S5846W,-63.08,-58.46
6028S4526W,-60.28,-45.26
6030S4604W,-60.30,-46.04
5407S3538W,-54.07,-35.38
5358S3546W,-53.58,-35.46
5425S3825W,-54.25,-38.25
5403S3552W,-54.03,-35.52
6032S4829W,-60.32,-48.29
6300S6220W,-63.00,-62.20
6221S6117W,-62.21,-61.17
6251S5753W,-62.51,-57.53
6309S5819W,-63.09,-58.19
6032S4604W,-60.32,-46.04
5402S3537W,-54.02,-35.37
6425S6119W,-64.25,-61.19
,-.,#VALUE!
6404S6130W,-64.04,-61.30
6023S4628W,-60.23,-46.28
6316S5805W,-63.16,-58.05
6421S6117W,-64.21,-61.17
6417S6114W,-64.17,-61.14
6419S6130W,-64.19,-61.30
6419S6118W,-64.19,-61.18
xxxxSxxxxW,-xx.xx,-xx.xx
6433S6214W,-64.33,-62.14
6305S5819W,-63.05,-58.19
5352S3638W,-53.52,-36.38
5402S3558W,-54.02,-35.58
5402S3552W,-54.02,-35.52
6314S5910W,-63.14,-59.10
6237S5931W,-62.37,-59.31
6022S46W16,-60.22,-46.W1
6349S6126W,-63.49,-61.26
6312S5958W,-63.12,-59.58
6120S5945W,-61.20,-59.45
6034S4513W,-60.34,-45.13
6016S4631W,-60.16,-46.31
6307S5844W,-63.07,-58.44
6415S6110W,-64.15,-61.10
6418S6113W,-64.18,-61.13
6421S6116W,-64.21,-61.16
6307S5910W,-63.07,-59.10
6301S6225W,-63.01,-62.25
6022S4602W,-60.22,-46.02
6308S5851W,-63.08,-58.51
5431S3525W,-54.31,-35.25
5426S3520W,-54.26,-35.20
6022S4617W,-60.22,-46.17
6315S5912W,-63.15,-59.12
6304S5816W,-63.04,-58.16
6300S5821W,-63.00,-58.21
6336S6023W,-63.36,-60.23
6334S5919W,-63.34,-59.19
6257S6215W,-62.57,-62.15
6026S4558W,-60.26,-45.58
5401S3558W,-54.01,-35.58
5411S3541W,-54.11,-35.41
5401S3541W,-54.01,-35.41
6022S4654W,-60.22,-46.54
6020S4638W,-60.20,-46.38
6012S4621W,-60.12,-46.21
5350S3636W,-53.50,-36.36
5355S3544W,-53.55,-35.44
6415S6124W,-64.15,-61.24
6409S6129W,-64.09,-61.29
6022S4646W,-60.22,-46.46
6418S6111W,-64.18,-61.11
6307S5849W,-63.07,-58.49
6300S5849W,-63.00,-58.49
6317S5859W,-63.17,-58.59
6019S4719W,-60.19,-47.19
6023S4527W,-60.23,-45.27
6300S5828W,-63.00,-58.28
6302S5831W,-63.02,-58.31
6419S6127W,-64.19,-61.27
6027S4541W,-60.27,-45.41
6030S4707W,-60.30,-47.07
6019S4646W,-60.19,-46.46
6022S4635W,-60.22,-46.35
6254S5925W,-62.54,-59.25
6301S5921W,-63.01,-59.21
6010S4627W,-60.10,-46.27
6024S4555W,-60.24,-45.55
5408S3542W,-54.08,-35.42
6331S6053W,-63.31,-60.53
5358S3555W,-53.58,-35.55
5349S3651W,-53.49,-36.51
6141S5934W,-61.41,-59.34
6025S4602W,-60.25,-46.02
6025S4606W,-60.25,-46.06
6022S4639W,-60.22,-46.39
6347S6028W,-63.47,-60.28
6414S6119W,-64.14,-61.19
5413S3535W,-54.13,-35.35
5423S3522W,-54.23,-35.22
,-.,#VALUE!
,-.,#VALUE!
6313S5917W,-63.13,-59.17
6309S5851W,-63.09,-58.51
5408S3539W,-54.08,-35.39
5349S3558W,-53.49,-35.58
6018S4654W,-60.18,-46.54
,-.,#VALUE!
6104S5451W,-61.04,-54.51
6156S6018W,-61.56,-60.18
6017S4615W,-60.17,-46.15
6023S4632W,-60.23,-46.32
6301S5838W,-63.01,-58.38
6304S5815W,-63.04,-58.15
,-.,#VALUE!
6416S6106W,-64.16,-61.06
6023S4518W,-60.23,-45.18
6312S5839W,-63.12,-58.39
,-.,#VALUE!
5416S3539W,-54.16,-35.39
5355S3550W,-53.55,-35.50
6414S6131W,-64.14,-61.31
6308S5819W,-63.08,-58.19
5343S3659W,-53.43,-36.59
,-.,#VALUE!
5352S3624W,-53.52,-36.24
5351S3556W,-53.51,-35.56
5359S3540W,-53.59,-35.40
6015S4629W,-60.15,-46.29
6008S4643W,-60.08,-46.43
6025S4705W,-60.25,-47.05
6249S5957W,-62.49,-59.57
6018S4624W,-60.18,-46.24
6026S4603W,-60.26,-46.03
6421S6114W,-64.21,-61.14
6312S5942W,-63.12,-59.42
6020S4636W,-60.20,-46.36
6022S4640W,-60.22,-46.40
6014S4644W,-60.14,-46.44
6311S5958W,-63.11,-59.58
6025S4614W,-60.25,-46.14
6010S4627W,-60.10,-46.27
6023S4557W,-60.23,-45.57
6023S4608W,-60.23,-46.08
5547S4341W,-55.47,-43.41
5400S3552W,-54.00,-35.52
5356S3618W,-53.56,-36.18
5354S3629W,-53.54,-36.29
5400S3537W,-54.00,-35.37
5421S3522W,-54.21,-35.22
,-.,#VALUE!
5429S3517W,-54.29,-35.17
6310S5956W,-63.10,-59.56
5451S3640W,-54.51,-36.40
5359S3532W,-53.59,-35.32
6336S5931W,-63.36,-59.31
6255S5843W,-62.55,-58.43
6309S5900W,-63.09,-59.00
5344S3623W,-53.44,-36.23
6159S6016W,-61.59,-60.16
6205S6022W,-62.05,-60.22
6417S6137W,-64.17,-61.37
,-.,#VALUE!
6024S4618W,-60.24,-46.18
5351S3558W,-53.51,-35.58
6024S4623W,-60.24,-46.23
6411S6122W,-64.11,-61.22
6422S6117W,-64.22,-61.17
5358S3541W,-53.58,-35.41
5403S3541W,-54.03,-35.41
6411S6124W,-64.11,-61.24
6017S4541W,-60.17,-45.41
6020S4729W,-60.20,-47.29
6420S6122W,-64.20,-61.22
6224S5910W,-62.24,-59.10
5419S3545W,-54.19,-35.45
5410S3556W,-54.10,-35.56
5427S3529W,-54.27,-35.29
6134S5217W,-61.34,-52.17
6357S6044W,-63.57,-60.44
,-.,#VALUE!
6023S4621W,-60.23,-46.21
5401S3603W,-54.01,-36.03
5403S3557W,-54.03,-35.57
6027S4545W,-60.27,-45.45
6023S4640W,-60.23,-46.40
6020S4644W,-60.20,-46.44
6022S4645W,-60.22,-46.45
6255S5930W,-62.55,-59.30
6207S5825W,-62.07,-58.25
6017S4703W,-60.17,-47.03
5348S3617W,-53.48,-36.17
5355S3621W,-53.55,-36.21
5408S3556W,-54.08,-35.56
5341S3611W,-53.41,-36.11
5353S3620W,-53.53,-36.20
5414S3541W,-54.14,-35.41
5357S3342W,-53.57,-33.42
5345S3735W,-53.45,-37.35
6415S6126W,-64.15,-61.26
5350S3556W,-53.50,-35.56
6408S6130W,-64.08,-61.30
6026S4548W,-60.26,-45.48
6310S5841W,-63.10,-58.41
6026S4610W,-60.26,-46.10
6026S4639W,-60.26,-46.39
5409S3537W,-54.09,-35.37
5429S3516W,-54.29,-35.16
6024S4600W,-60.24,-46.00
,-.,#VALUE!
5416S3539W,-54.16,-35.39
5414S3540W,-54.14,-35.40
,-.,#VALUE!
6258S6213W,-62.58,-62.13
,-.,#VALUE!
6303S5837W,-63.03,-58.37
6418S6126W,-64.18,-61.26
6404S6120W,-64.04,-61.20
6430S6205W,-64.30,-62.05
,-.,#VALUE!
6312S5813W,-63.12,-58.13
5351S3625W,-53.51,-36.25
